ime,oznaka,tezavnost,avtor,stevilo_sestavin,cas_priprave,cas_kuhanja,skupni_cas,dolzina_navodil,energija_100g,energija_porcija
Čokoladni razpokančki brez jajc,Slovenska,1,M. K.,9,210,10,220,1193,464.15,210.42
Finska lososova juha,Zdravo in vegi,1,M. J.,9,10,25,35,963,120.93,498.0
Pavlova z bananami in karamelno omako,Banana na 1001 način,2,M. J.,9,30,70,100,1943,307.65,460.25
Esterhazy torta,Slovenska,3,M. J.,16,120,70,190,3209,385.23,606.42
Fritata z grahom in lososom,Zabava,1,M. J.,10,15,20,35,1167,215.81,259.0
Kokosovi makroni s čokolado,Božič in novo leto,1,M. J.,7,30,20,50,1113,400.72,416.75
Rženi kruhek s semeni,Zdravo in vegi,2,M. J.,11,220,45,265,1280,399.36,305.63
Špinačna rulada s kremnim nadevom,Zabava,2,M. J.,8,30,10,40,1879,177.22,286.88
Svinjska mrežna pečenka s sadno prilogo,Polona ga žge,2,Polona Požgan,14,30,120,150,1070,268.83,999.38
Božična zloženka,Polona ga žge,1,Polona Požgan,14,40,15,55,1309,231.65,1713.33
Kremni lososov namaz s koprom,Slovenska,1,M. J.,5,12,,12,502,367.14,321.25
Lešnikove božične pitice,Božič in novo leto,2,M. J.,17,70,20,90,2248,388.91,6563.67
Pečen camembert z medom in rožmarinom,Zabava,1,M. J.,6,7,20,27,552,318.49,211.0
Cheesecake z bananami,Banana na 1001 način,1,M. J.,8,40,,40,1984,241.85,259.13
Skutni kolač s čokolado,Polona ga žge,1,Polona Požgan,11,15,40,55,1039,235.25,337.13
Najboljši pečen krompirček,Zelenjava,1,M. J.,4,15,60,75,1781,70.67,177.75
Pečeni parklji,Polona ga žge,2,Polona Požgan,14,85,15,100,1415,336.68,503.5
Pogača z ocvirki,Slovenska,2,M. J.,8,80,25,105,1444,348.23,210.75
Pečenka Wellington a la Gordon Ramsay,Zabava,3,M. J.,11,45,45,90,2286,107.67,297.0
Svinjska jetra v omaki iz rdečega vina,Polona ga žge,1,Polona Požgan,10,12,25,37,644,110.37,1003.0
Piščančja mesna štruca z zelenjavo,Okusi sveta,1,M. J.,11,15,50,65,1350,161.56,355.17
Browniji s piškoti,Polona ga žge,1,Polona Požgan,12,15,30,45,1138,424.81,851.75
Ocvrte piščančje krače,Okusi sveta,1,M. J.,6,10,10,20,1236,189.63,607.75
Na glavo obrnjeno pecivo z ganache prelivom,"Zdravo, Tereza!",1,Tereza Poljanič,14,20,50,70,1159,190.23,648.75
Orehovi piškoti s chia marmelado,"Zdravo, Tereza!",1,Tereza Poljanič,15,80,12,92,862,293.78,434.25
Školjke na buzaro,Polona ga žge,1,Polona Požgan,8,30,12,42,632,119.77,463.5
Polnjen sladki krompir,Zdravo in vegi,1,Tereza Poljanič,8,10,45,55,585,265.56,119.5
Riba v foliji,Zdravo in vegi,1,Tereza Poljanič,8,15,15,30,1095,143.14,428.0
Piščančje mesne kroglice v kremni omaki,Okusi sveta,2,M. J.,14,12,20,32,1432,169.59,367.0
Mafini z jabolkom in skuto,Mesec prazničnih skutnih dobrot,1,"Mladinska nacionalna kuharska ekipa Slovenije 2013, Fotografija: Janez Pukšič",10,12,25,37,532,194.67,486.75
Skutne blazinice,Mesec prazničnih skutnih dobrot,1,"Mladinska nacionalna kuharska ekipa Slovenije 2013, Fotografija: Janez Pukšič",10,15,7,22,581,186.34,497.6
Smetanova pena z belo čokolado na biskvitu,Mesec prazničnih skutnih dobrot,2,"Borut Jakič, Fotografija: Janez Pukšič",15,20,30,50,710,299.56,633.5
Orehovo-čokoladna torta,Slovenska,2,N. J.,13,40,35,75,1783,344.68,456.7
Ingverjevi kolački z brusnicami,Kotanyi,1,M. J.,18,12,65,77,1985,293.34,381.0
"Solatni krožnik s špinačo, jabolkom in piščančjimi jetrci",Meso,1,M. J.,7,15,10,25,1084,129.88,266.25
Pečena prekajena krača,Slovenska,1,Polona Požgan,9,10,100,110,926,155.57,229.5
Piškoti s koščki čokolade,Kuhinje,1,M. J.,9,20,14,34,1377,454.76,370.4
Pečen piščanec z jabolki,Okusi sveta,1,M. J.,8,15,80,95,1763,169.66,926.75
Solatni kozarček,"Zdravo, Tereza!",1,Tereza Poljanič,11,20,,20,705,176.08,283.5
Dva detox smoothija,"Zdravo, Tereza!",1,Tereza Poljanič,17,15,,15,654,69.86,117.0
Tarte Tatin s hruškami,Jesen,2,M. J.,6,30,45,75,1858,141.88,207.5
Bučna juha s čilijem,Jesen,1,M. J.,8,10,35,45,1442,60.17,217.5
Pražen riž z zelenjavo in rakci,Testenine in žita,1,M. J.,9,5,18,23,689,147.06,337.5
Ovseni piškoti z banano in arašidovim maslom,Banana na 1001 način,1,M. J.,4,15,20,35,1061,186.87,123.33
Solata vinegret,Zdravo in vegi,1,M. J.,9,20,40,60,1270,46.75,147.25
Skutina krema z amarettom in agrumi,Božič in novo leto,1,M. J.,8,40,,40,780,141.94,158.0
Chilli con Papp,Polona ga žge,1,Polona Požgan,17,20,110,130,1224,69.51,549.75
Piščanec po kijevsko,Okusi sveta,2,B. J.,10,40,15,55,1184,294.78,597.67
Skutni zavitek z rozinami,Mesec prazničnih skutnih dobrot,2,M. J.,12,45,50,95,1709,214.37,191.0
Čokoladno-skutna torta brez peke in jajc,Zabava,1,Š. Z.,7,20,,20,861,344.44,824.5
Skutna božična štruca,Mesec prazničnih skutnih dobrot,1,M. J.,19,20,60,80,1653,367.01,676.25
Bučni humus,"Zdravo, Tereza!",1,Tereza Poljanič,10,15,20,35,545,137.19,266.5
Fižolovi čokoladni browniji,"Zdravo, Tereza!",1,Tereza Poljanič,13,15,30,45,1092,261.78,345.25
Tiramisu s skuto v kozarcu,Mesec prazničnih skutnih dobrot,1,M. J.,11,75,,75,1222,197.54,293.5
Domači grisini s poprom in sezamom ter pesin pesto,Polona ga žge,2,Polona Požgan,14,90,60,150,1495,251.85,417.5
Skutna tortica v kozarcu,Zabava,1,M. J.,11,25,,25,1089,261.41,500.25
Skutna potica,Slovenska,3,M. J.,17,120,60,180,2975,257.49,392.08
Gospod čarovnik,Noč čarovnic,1,Mario Marković,6,5,,5,382,309.89,78.0
Čarovniška metla,Noč čarovnic,1,Mario Marković,5,5,,5,399,,
Losos s hrustljavo zeliščno skorjico,Ribe in morski sadeži,1,M. J.,8,20,15,35,1809,232.75,443.0
Bučni njoki s tapenado,"Zdravo, Tereza!",1,Tereza Poljanič,13,12,70,82,1002,100.98,412.0
Presni bučkini rezanci s pestom,"Zdravo, Tereza!",1,Tereza Poljanič,10,20,,20,694,52.09,74.75
Čizkejk v kozarcu,Polona ga žge,1,Polona Požgan,9,20,5,25,877,353.37,686.5
Zrezek Diana,Kuhinje,2,M. J.,12,10,10,20,1354,217.84,492.5
"Zapečen krompir s tuno, porom in slanino",Kosilo,1,M. J.,10,20,70,90,1399,121.59,436.0
Piščančji takitosi,Mehiška,1,M. J.,10,40,20,60,1624,210.39,262.83
Presna čokolada,"Zdravo, Tereza!",1,M. J.,6,75,,75,352,364.63,199.33
Presne karamelne kocke,"Zdravo, Tereza!",1,Tereza Poljanič,19,30,,30,1136,377.97,433.0
Čokoladni tart,Polona ga žge,2,Polona Požgan,10,30,50,80,1469,491.66,345.63
Bučne kocke z belo kremo,Noč čarovnic,1,M. J.,17,20,30,50,1743,290.02,481.92
Pečen piščanec s paradižnikom,Italijanska,1,M. J.,11,10,45,55,1263,147.16,745.75
Lečna juha z zelenjavo,Zdravo in vegi,1,M. J.,13,15,50,65,1497,126.55,418.25
Piščanec tikka masala,Okusi sveta,1,M. J.,9,10,35,45,1482,139.1,582.5
Kvrguša,Okusi sveta,1,M. J.,7,12,30,42,1466,259.74,636.75
Cvetačna pica z zelenjavo in feto,"Zdravo, Tereza!",1,Tereza Poljanič,18,12,30,42,949,88.4,449.5
Vegetarijanski tacosi,"Zdravo, Tereza!",1,Tereza Poljanič,16,25,,25,664,170.91,470.75
Rojstnodnevna nutellina torta,Polona ga žge,2,Polona Požgan,10,20,90,110,2506,281.92,291.08
Čokoladni jupiji z vanilijevo kremo,Kuhinje,2,M. J.,13,40,14,54,1610,478.71,225.81
Pečena svinjska potrebušina po toskansko,Italijanska,1,M. J.,9,12,150,162,1406,281.15,907.25
Jagnječja enolončnica,Jesen,1,M. J.,13,20,120,140,1498,173.37,612.5
Hruškov kolač z lešniki,Jesen,1,M. J.,10,20,70,90,1592,238.23,444.75
Pirin kruh s sodo,"Zdravo, Tereza!",1,Tereza Poljanič,6,10,35,45,609,332.55,282.67
Zdrav bananin kruh z orehi,"Zdravo, Tereza!",1,Tereza Poljanič,7,10,40,50,733,318.19,475.17
"Pečene krompirjeve polovičke s slanino, sirom in kislo smetano",Zelenjava,1,M. J.,6,20,45,65,1129,131.8,380.25
V pivskem testu ocvrte hrenovke,Zabava,2,M. J.,5,15,10,25,918,276.84,250.0
Japonske piščančje kroglice,Okusi sveta,1,M. J.,18,15,55,70,1628,161.89,436.0
"Rižota z rdečim vinom, porom in pršutom",Polona ga žge,1,Polona Požgan,9,12,30,42,995,256.05,879.0
Tunin namaz s čebulo,Zabava,1,M. J.,6,15,,15,458,127.65,36.17
Tortilja sendvič s tuno in koruzo,Zabava,1,M. J.,9,15,16,31,1125,168.95,434.0
Smoothie iz gozdnih sadežev in avokada,Zdravo in vegi,1,M. J.,5,10,,10,492,99.44,118.0
Nočne čokoladne rezine,Zabava,1,M. J.,10,15,10,25,1366,560.93,256.63
Brezglutenska čokoladna torta z brandyjem,Slovenska,2,M. J.,13,12,60,72,1525,412.75,275.17
Piščančje prsi v paradižnikovi omaki z mocarelo,Okusi sveta,1,M. J.,11,7,40,47,1642,113.9,526.5
"Zelene palačinke z rikoto, lososom in kalčki","Zdravo, Tereza!",1,Tereza Poljanič,14,15,12,27,388,237.14,440.25
Cvetačni kuskus v radičevih čolničkih,"Zdravo, Tereza!",1,Tereza Poljanič,20,20,,20,994,76.96,249.0
Malinina granita,Polona ga žge,1,Polona Požgan,4,20,30,50,914,164.47,124.75
Korenčkov kolač z jogurtovo kremo,Zdravo in vegi,1,M. J.,17,15,45,60,1704,166.63,192.88
Vanilijev chia puding,"Zdravo, Tereza!",1,Tereza Poljanič,9,70,,70,731,53.0,222.75
Čokoladna granola,"Zdravo, Tereza!",1,Tereza Poljanič,11,10,25,35,940,376.53,713.75
Kavni kolač z orehi in sladkornim sirupom,Sladice,1,M. J.,15,20,60,80,1773,390.6,350.67
Zelen piščančji curry z brokolijem,Azijska,1,M. J.,10,15,25,40,1691,270.79,1142.75
Zapečeni peresniki s tuno in koruzo,Testenine in žita,1,M. J.,9,10,35,45,1518,257.41,896.5
Italijanski grozdni kolač,Italijanska,1,M. J.,12,25,50,75,1653,284.59,316.75
Tajski piščančji ražnjiči,Zabava,1,M. J.,12,20,15,35,1310,221.75,514.5
Jabolčna pita z robidnicami,Jesen,2,M. J.,9,25,65,90,1991,152.58,599.83
"Pita kruhki z mariniranim piščancem, zelenjavo in feto",Meso,2,M. J.,15,100,15,115,2314,248.36,946.75
Francoska piščančja obara,Okusi sveta,2,M. J.,12,15,90,105,1512,169.26,647.17
Pokrita jabolčna pita s kardamomom,Jesen,2,M. J.,10,20,80,100,1593,99.54,345.33
Presna čokoladna torta s pistacijo,Veganstvo,1,M. J.,10,30,,30,1525,371.06,379.88
Solata coleslaw z jabolkom,Kuhinje,1,M. J.,9,20,,20,727,63.33,90.25
Svinjski file s pečeno zelenjavo,Jesen,1,M. J.,10,15,50,65,1478,89.18,437.5
Jabolčni čatni z rozinami,Jesen,1,M. J.,8,30,40,70,1617,89.53,251.13
Limonin kolač,Zima,1,M. J.,10,15,60,75,1820,383.1,542.17
Paella s piščancem in rakci,Okusi sveta,1,M. J.,12,15,30,45,1689,191.18,623.0
Sadna nabodala s čokoladno omako,Zabava,1,M. J.,5,15,5,20,522,32.82,33.75
Zapečen krompir s slanino in peteršiljem,Zelenjava,1,M. J.,8,15,70,85,1327,141.87,353.0
Pečene krompirjeve rezine s čilijevo smetano,Zabava,1,M. J.,7,10,45,55,1031,98.03,295.33
Pomarančni kolač s polento,Sladice,1,M. J.,11,15,50,65,1722,327.08,579.38
Rižota z gobami,Italijanska,2,M. J.,12,30,30,60,1684,242.75,516.25
Svinjina z žajbljem in jabolčno solato,Jesen,1,M. J.,8,70,13,83,1290,194.1,279.5
Riba v foliji po tajsko,Zdravo in vegi,1,M. J.,9,15,15,30,1092,119.49,361.0
Trska v paradižnikovi omaki s timijanom,Zdravo in vegi,1,M. J.,7,5,15,20,1176,69.38,239.0
Brooklynska čokoladna torta,Zabava,2,M. J.,18,180,37,217,2351,367.62,411.92
Čokoladna pita z lešniki,Božič in novo leto,2,M. J.,14,115,55,170,2888,504.39,258.5
Kava s čokolado in smetano,Priložnostno,1,M. J.,5,5,5,10,403,536.95,167.5
Margarita s kokosom in limončelom,Poletje,1,M. J.,9,15,,15,646,386.28,105.0
V pečici pečeni panirani ribji fileji z jogurtovo omako,Ribe in morski sadeži,1,M. J.,12,10,20,30,1293,146.21,415.25
Browniji s kokosom,Zabava,1,M. J.,9,10,50,60,1193,400.0,294.83
Kremasta pesina rižota,Zdravo in vegi,2,M. J.,16,20,95,115,2084,174.2,469.0
Energijske kroglice s kokosom,Zdravo in vegi,1,M. J.,7,40,,40,606,486.69,150.88
Slivovi cmoki iz krompirjevega testa,Poletje,2,M. J.,10,40,45,85,1834,151.62,946.5
Roladice s piščancem in sirom,Zabava,1,M. J.,9,20,20,40,1080,250.97,270.3
Peresniki s klobaso in paradižnikom,Italijanska,1,M. J.,9,10,20,30,1531,228.9,880.25
Marmelada iz jagodičevja,Poletje,2,M. J.,3,30,15,45,1576,186.0,558.0
Začinjen slivov drobljenec,Jesen,1,M. J.,13,20,90,110,1020,186.13,465.33
Borovničev koktajl z rumom in ingverjevim sirupom,Poletje,1,M. J.,12,20,10,30,945,103.43,367.5
V toastu pečeno jajce,Na hitro,1,M. J.,5,8,15,23,691,211.86,227.75
Kanapejčki s pečenimi hrenovkami s sirom in slanino,Zabava,1,M. J.,5,20,20,40,824,253.21,354.5
Pečene klobase s fižolom,Jesen,1,M. J.,7,5,27,32,1092,227.53,578.5
Slivova pita z vanilijevim pudingom iz pekača,Poletje,2,M. J.,13,50,45,95,1531,261.2,374.2
Bananin kruh z borovnicami,Sladice,1,M. J.,10,25,60,85,1159,233.4,323.0
"Mafini z malinami, lešniki in belo čokolado",Zabava,1,M. J.,9,20,20,40,1268,386.5,285.92
Čokoladno-orehova torta brez moke,Zabava,2,M. J.,14,20,40,60,2310,398.03,440.38
"Piadina s kuhanim pršutom, mocarelo in zelenjavo",Italijanska,1,M. J.,6,15,,15,874,193.62,91.0
Jajčni narastek s hrenovkami,Zajtrk,1,M. J.,10,10,50,60,1196,205.55,560.25
Churrosi s karamelno omako,Jesen,2,M. J.,11,30,25,55,1725,381.62,332.25
Marelično-kokosove energijske kroglice,Zdravo in vegi,1,M. J.,3,30,,30,582,366.54,95.3
Čokoladno-kokosova rolada brez peke,Zabava,1,M. J.,9,30,,30,996,482.82,503.0
Jogurt z orehi in čokoladno omako,Zdravo in vegi,1,M. J.,5,12,3,15,715,109.97,157.25
Mandljev kolač z brandyjem,Brez glutena,1,M. J.,6,15,50,65,1056,440.89,411.5
Njoki z omako puttanesca,Italijanska,1,M. J.,13,10,15,25,1339,110.49,434.0
Rezanci v smetanovi omaki s šampinjoni in šunko,Italijanska,1,M. J.,8,15,12,27,1097,175.95,486.25
Bučkine rezine s sirom in slanino,Piknik in žar,1,M. J.,10,15,30,45,938,192.19,209.42
"Krostata z jabolki, hruškami in mandlji",Slovenska,2,M. J.,16,50,40,90,1639,446.8,449.88
Fižolov namaz s tuno,Zabava,1,M. J.,9,15,,15,588,160.54,240.0
Piškoti s čokolado in maskarponejevo kremo,Zabava,1,M. J.,8,30,,30,953,379.38,545.75
Pesin tzatziki,Vegetarijanstvo,1,M. J.,7,25,,25,930,87.2,163.5
Ocvrte banane s kokosovim sladoledom,Banana na 1001 način,1,M. J.,10,15,12,27,1783,170.94,193.25
Dušena govedina po mehiško s polento,Mehiška,2,M. J.,20,15,120,135,2429,149.96,731.0
Pečeni krompirčki s smetano in drobnjakom,Poletje,1,M. J.,5,15,60,75,793,100.18,65.13
Clafutis z robidnicami,Poletje,1,M. J.,11,10,35,45,818,184.98,402.5
Svinjina s hruškami in gorgonzolo,Jesen,1,M. J.,7,5,25,30,982,131.81,396.25
Zvitki iz jajčevcev z mocarelo in paradižnikovo omako,Italijanska,2,M. J.,13,25,60,85,1903,165.52,572.5
Lečine polpete,Zdravo in vegi,1,M. J.,12,45,15,60,1339,122.04,152.25
Sirovi profiteroli s črnim poprom,Zabava,2,M. J.,8,30,35,65,1440,345.83,231.1
Piščančji cordon bleu s krompirjevo solato,Meso,1,M. J.,14,15,45,60,1798,153.56,751.5
Pečene fige s sladoledom,Zabava,1,M. J.,6,5,10,15,951,228.97,284.5
Hrustljavi piščančji ocvrtki z arašidi in sezamom,Kuhinje,1,M. J.,9,20,15,35,1461,216.96,406.25
Tunina riževa solata z zelenjavo,Solate,1,M. J.,11,20,,20,811,72.92,623.5
Borovničevo pecivo s chia semeni,Zdravo in vegi,1,M. J.,9,15,25,40,981,250.33,213.25
Presna borovničeva pita,Zdravo in vegi,1,M. J.,10,270,,270,1247,207.58,203.63
Leden kavni frape,Poletje,1,M. J.,4,15,,15,592,67.4,87.75
Brownie kolač,Valentinovo,2,M. J.,12,20,50,70,1659,447.51,664.0
Pečene nektarine z baziliko in kozjim sirom,Piknik in žar,1,M. J.,5,15,10,25,734,45.22,30.75
Steak po azijsko,Azijska,2,M. J.,7,65,6,71,1272,193.15,380.5
Krompirjeva solata s kumaricami in kaprami,Piknik in žar,1,M. J.,9,15,30,45,867,87.39,249.5
Lososove polpete s špinačo,Zdravo in vegi,1,M. J.,9,15,10,25,1069,117.78,323.0
Hitri prigrizki iz listnatega testa,Zabava,1,M. J.,6,10,15,25,1069,282.57,256.67
Čokoladna panna cotta,Italijanska,1,M. J.,6,255,10,265,1023,492.45,83.63
Mandljev kolač s slivami,Poletje,1,M. J.,14,15,40,55,1451,430.83,461.13
Chia puding z jogurtom in jagodami,Zdravo in vegi,1,M. J.,7,255,,255,736,203.76,268.5
Mlečni zdrob s čokolado in limonino kremo,Sladice,1,M. J.,6,5,15,20,527,350.08,224.75
Zeleni smoothie z meto,Zdravo in vegi,1,M. J.,7,10,,10,483,164.42,245.5
Jogurtovo pecivo s polento in nektarinami,Poletje,1,M. J.,10,15,55,70,1255,402.96,357.63
Ovseni kolač s sadjem in rikoto,Piknik in žar,1,M. J.,15,15,40,55,1404,369.89,150.5
Jagodni napitek z meto,Poletje,1,M. J.,4,10,,10,649,32.73,27.0
Vaflji s stepeno smetano in sadjem,Zabava,1,M. J.,12,30,40,70,1067,276.59,318.25
Tagliatelle s paradižnikovo omako s čičeriko,Italijanska,1,M. J.,10,5,20,25,1425,80.37,271.25
Njoki s špinačo in gorgonzolno omako,Vegetarijanstvo,1,M. J.,6,10,10,20,991,113.12,312.5
Bananin sladoled,Banana na 1001 način,1,M. J.,1,130,,130,641,,
"Bučkini polpeti z grahom, feto in koprom",Vegetarijanstvo,1,M. J.,11,15,25,40,1594,157.92,325.75
Paradižniki s kremnim avokadovim nadevom,Vegetarijanstvo,1,M. J.,6,40,,40,900,35.76,142.8
Stročji fižol z arašidovim prelivom,Zdravo in vegi,1,M. J.,6,10,20,30,1314,128.95,387.5
Cheesecake z malinovim pirejem,Poletje,2,M. J.,10,160,15,175,1947,289.07,543.13
Piščančje prsi z grahom in slanino,Okusi sveta,1,M. J.,8,10,30,40,1376,367.83,3850.5
Pita s pečenimi figami in frangipanom,Poletje,2,M. J.,10,45,100,145,1702,218.01,230.0
Mlečni rogljički,Testenine in žita,2,M. J.,9,90,20,110,1406,336.13,354.25
Bučkin narastek s timijanom in feto,Poletje,1,M. J.,12,10,50,60,1503,78.48,163.25
Borovničev kolač z limoninim ledom,Poletje,1,M. J.,14,20,60,80,2754,323.13,
Marelični cmoki,Poletje,2,M. J.,11,25,30,55,1309,243.75,607.25
Kuhane hruške na vanilijevi kremi s karameliziranimi pinjolami,MasterChef,2,Sašo Miljuševič,12,35,25,60,1386,179.09,656.5
Ravioli z rakci in agrumi,MasterChef,2,Sašo Miljuševič,14,20,15,35,1527,265.81,232.25
"Meringe s konjakovim gelom, jagodami in korenčkovo karamelo",MasterChef,2,Tilen Stropnik,11,20,50,70,928,254.17,106.75
Istrski piknik,MasterChef,2,Sašo Miljuševič,14,25,15,40,1320,285.59,951.0
Čokoladna krema s fileji mandarine in nadrobljenimi piškoti,MasterChef,1,Katja Černjak,5,15,4,19,396,545.09,204.75
Sotiran file smuča s korenčkovim pirejem z žafranom,MasterChef,1,Katja Černjak,6,15,15,30,463,167.43,879.0
Račje prsi z vinsko omako s suhimi slivami in koruznim pirejem,MasterChef,2,Katja Černjak,11,10,15,25,983,189.92,565.0
Kruhovi ocvrtki s smetano in ribezovo omako,MasterChef,1,Sašo Miljuševič,11,15,15,30,949,312.31,618.5
Jagnječji file z grahovim pirejem in koruzno kremo,MasterChef,2,Sašo Miljuševič,13,30,20,50,1224,99.04,319.0
Bučkine rolice z zeliščno skuto,MasterChef,1,Sašo Miljuševič,7,10,,10,530,40.83,49.0
Raviol z rumenjakom,MasterChef,2,MasterChef,7,20,5,25,906,299.58,2882.0
Čokoladni souffle,MasterChef,2,MasterChef,8,20,10,30,897,350.16,539.25
Jagnječje zarebrnice s kuskusom in zelenjavno omako,MasterChef,2,Katja Černjak,11,25,20,45,1397,310.26,1089.0
Rozbif s hrenovim pirejem,MasterChef,2,Miha Hauptman,14,15,45,60,1620,125.7,699.0
Jastog z bučkino kremo in zeliščnim maslom s konjakom,MasterChef,2,Miha Hauptman,12,15,30,45,1309,117.41,1875.0
Jastog z bearneško omako in sotiranimi šparglji,MasterChef,2,Tilen Stropnik,14,30,15,45,1391,154.93,1988.0
Tortica iz jastoga in zelenjave s paradižnikovo omako,MasterChef,2,Sašo Miljuševič,15,35,15,50,1530,98.11,1454.0
Croquembouche,MasterChef,3,MasterChef,15,100,40,140,2396,252.71,192.38
Biftek z belim tartufom in ajdovo kašo s papriko,MasterChef,2,Katja Černjak,12,25,20,45,1308,129.9,447.5
Losos z belim tartufom in pirejem iz sladkega krompirja,MasterChef,2,Tjaša Koren,12,25,20,45,1024,335.85,356.0
Rižota s tartufi in hrustljavo panceto na beluševi kremi,MasterChef,2,Sašo Miljuševič,16,15,25,40,1392,107.09,312.0
Pečena račka s pečenim krompirjem s tartufi,MasterChef,2,Miha Hauptman,14,20,25,45,1381,101.94,933.0
Pečena račka z agnolotti z nadevom iz mavrahov in belega tartufa,MasterChef,2,Tilen Stropnik,18,15,30,45,1467,206.79,1036.0
Špargljeva pita,MasterChef,2,MasterChef,13,15,40,55,1368,210.69,369.17
Pečena piščančja prsa na aromatičnem dušenem zelju z milnci,MasterChef,2,Robert Gomboc,22,30,30,60,1807,242.04,1461.0
"Piščančja jetrca z omako iz čebule, medu in rdečega vina",MasterChef,2,Tjaša Koren,19,30,30,60,1482,92.66,658.0
"Mafin s skuto in modrim sirom, karamelizirano hruško in orehovo omako",MasterChef,2,Miha Hauptman,12,15,45,60,1144,383.5,614.75
Koromačeva juha z rdečo peso in modrim sirom,MasterChef,2,Tjaša Koren,14,25,20,45,1446,255.79,342.25
Ravioli z rdečim radičem in skuto na koromačevi kremi,MasterChef,2,Sašo Miljuševič,14,30,25,55,1551,309.25,719.0
Jogurtova strjenka z rožmarinom in pesinimi prilogami,MasterChef,2,MasterChef,17,40,20,60,1830,198.38,351.63
File kovača z zelenjavno kremo in sotiranim fižolom,MasterChef,2,MasterChef,10,35,35,70,911,65.31,196.0
Rakovičje meso na posteljici iz regrata in pese,MasterChef,1,MasterChef,14,30,,30,781,65.17,19.33
Pita z metino in pesino kremo,MasterChef,2,MasterChef,18,40,40,80,2959,417.23,492.63
Telečja lička z gorčičnimi semeni in zelenjavno prilogo,MasterChef,1,MasterChef,14,40,35,75,1422,63.99,173.83
Pesin karpačo z gobjim tatarcem,MasterChef,2,MasterChef,17,10,20,30,845,75.75,87.14
Štefani pečenka s poširanim jajcem,MasterChef,2,Dorian R. Spanzel,13,15,35,50,1334,181.8,1011.0
Ramstek na gobjem tatarcu z vijoličastim pirejem in kremo iz stročjega fižola,MasterChef,2,Sašo Miljuševič,13,25,25,50,1605,133.33,679.0
"Postrv s koromačevo-kokosovo omako, čemaževim rižem in hrustljavim belušem",MasterChef,2,Robert Gomboc,11,20,15,35,1516,185.84,1106.0
Poširana postrv s tapioko,MasterChef,2,Tilen Stropnik,11,45,15,60,1421,96.04,342.0
Zajčji file s polento s pestom,MasterChef,2,Sašo Miljuševič,18,35,30,65,1689,249.18,1162.0
"Zajčji hrbet z žafranom, zeliščno kvinojo in korenčkovim čipsom",MasterChef,1,Tjaša Koren,11,30,30,60,1075,187.92,731.0
Zajčji file v vinski marinadi s korenčkovim pirejem,MasterChef,2,Dorian R. Spanzel,17,20,20,40,1140,207.1,1042.0
